Brand_Name,Item_Name,Number_Likes,Condition,Color,Size,Price,Img_Length,Measurements,Description
Reese Cooper,Reese Cooper Ripstop Cargo Short Grey Trail Map Camo Medium,22,New,Grey,30,$100 ,7,FALSE,"Reese Cooper Ripstop Cargo Short Grey Trail Map Camo
Size Medium
Brand New"
Reese Cooper,Reese Cooper Logo Sweatpants,7,Used,Black,30,$135 ,6,FALSE,"High quality pants
Fit baggy
Could fit waist size 29-31
Will ship same or next day!"
Grail × Reese Cooper × Streetwear,BRUSHED COTTON CANVAS CARGO PANTS,20,Gently Used,Black,36,$150 ,11,TRUE,"**READ THIS FIRST**
• If you're just here to be a dick, keep it moving and take that shit elsewhere <U+0001F60A>
• No returns. If you have a question or need more pics please ask.
• No refunds. If you have a question or need more pics please ask.
• Ships anywhere within the USA usually 2-day priority.
• Overseas shipping is available <U+0001F6A8>BUT YOU MUST PAY SHIPPING AND IT'S NOT CHEAP<U+0001F6A8> I don't set the prices, that's just the reality of international shipping, PLEASE DO NOT COMPLAIN ABOUT SHIPPING PRICES!
• Please ask all questions before making offers. Offers are BINDING so once I accept the payment goes through.
• Serious inquiries only please.
• If you lowball please stop using Grailed. You will be ignored and blocked.
• Shipping times may take up to 7 days depending on location.
• Bundle discount on two or more items purchased, check out my other stuff for sale! <U+270C><U+FE0F><U+0001F918><U+0001F91D>
Worn but no visible flaws/stains, still in great condition.
Drawstrings on the cargo pockets on the back which give it a unique look and the ability to cinch at the knee.
Drawstring bottom hems.
Some heel drag on the hems, nothing crazy. Just gives them character really.
Fit pics for reference.
Retail was $450
100% Cotton
Zipper Fly
Welt Hand Pockets
Cargo Patch Pockets on Front with Snap Closure
Patch Pockets on Rear
Darting at Knee
RCI Signature Hook Detail
Draw String Cuffs
Model is 6’3” - 170lbs wearing a 34"
Levi's × Reese Cooper,Levis Reese Cooper Straight Denim Jeans,11,New,Navy,36,$160 ,4,FALSE,brand new with tags
Reese Cooper,Reese Cooper RCI Forest Service Sweats,25,Gently Used,Green,32,$85 ,7,FALSE,"Size M
9/10 Condition"
Reese Cooper,Reese Cooper RCI Logo Embroidered Sweatpants,4,New,Black,28,$99 ,6,FALSE,"Reese Cooper RCI Logo Embroidered Sweatpants In Black.
No longer on the Reese Cooper website.
Size XS
I purchased this item on the Reese Cooper website. Never washed or worn, only when trying it on. I can ship this out same day it is purchased. Feel free to message me for more information. Thanks!"
Reese Cooper × Vintage,Vintage Reese Cooper SS21 Camo Tactical Pants,28,Gently Used,Tan camo,34,$158 ,4,TRUE,great condition.
Levi's × Reese Cooper,Levis Reese Cooper Straight Denim Jeans,7,New,Beige,32,$160 ,4,FALSE,brand new with tags
Reese Cooper,Reese Cooper Brushed Cotton Canvas Cargo Pants in Black,19,New,Black,32,$280 ,9,TRUE,"Condition: Brand New
Size: 32
Shipping: Ships within 2 business days
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper"
Reese Cooper,Reese Cooper Nylon shorts,13,Gently Used,Green,32,$107 ,4,FALSE,"Nylon cargo shorts from reese cooper
Worn maybe 3 times
100% nylon
Waist fits like a 31-32, minimal stretch."
Levi's × Reese Cooper,Levis Reese Cooper Straight Denim Jeans,6,New,Navy,34,$150 ,5,FALSE,brand new with tags
Reese Cooper,Reese Cooper Brushed Canvas Cargo Pants Oat Grass,12,New,Beige,32,$132 ,5,TRUE,Reese Cooper Brushed Canvas Cargo Pants Oat Grass size 32. New never worn. Purchased from 2022 collection.
